song_id,beat_idx,time_s,chord_changed,gt_root,gt_label,A_beat_phase,A_beats_since_change,B_bass_changed,B_bass_onset,B_bass_is_root_or_fifth,C_bigram_logprob_atomic,C_bigram_logprob_mode,C_bigram_mode_delta,D_onset_density,D_chroma_cosine_dist,E_dist_to_segment_boundary,E_position_in_loop,E_detected_period,E_loop_phase
001,76,50.721873195,True,11,B:maj,0,1,True,True,False,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,31.94924,0.2651805666997553,17,12,16,0
001,77,51.388538195,True,6,F#:maj7/5,1,0,True,True,True,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,36.834812,0.08615081007296077,16,13,16,0
001,78,52.055203195,True,1,C#:maj,2,0,True,True,True,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,18.836954,0.48945118280517463,15,14,16,0
001,79,52.721868195,False,1,C#:maj,3,0,False,True,True,,,,26.529385,0.03910387259342363,14,15,16,0
001,80,53.388533195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,19.89766,0.6871518159025896,13,0,16,0
001,81,54.055198195,False,6,F#:maj,1,0,False,True,True,,,,33.22812,0.22753812008082241,12,1,16,0
001,82,54.721863195,False,6,F#:maj,2,1,False,True,True,,,,48.925163,0.019594576355615678,11,2,16,0
001,83,55.388528195,False,6,F#:maj,3,2,False,True,True,,,,45.717094,0.033269020329597554,10,3,16,0
001,84,56.055193195,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,49.893127,0.2011046565214002,9,4,16,0
001,85,56.721858195,True,6,F#:maj7/5,1,0,True,True,False,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,35.302967,0.037151945295153754,8,5,16,0
001,86,57.388523195,True,1,C#:maj,2,0,False,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,20.497755,0.44622671732093755,7,6,16,0
001,87,58.055188195,False,1,C#:maj,3,0,True,True,True,,,,32.265423,0.061141305727095974,6,7,16,0
001,88,58.721853195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,31.556458,0.2872945619790729,5,8,16,0
001,89,59.388518195,True,10,Bb:sus4,1,0,False,True,True,-4.373375879174803,-4.408031706438308,-0.03465582726350469,38.48433,0.040171782849583004,4,9,16,0
001,90,60.055183195,True,3,Eb:min,2,0,True,True,True,-1.4378280112350734,-1.5297497518304009,-0.09192174059532743,30.410757,0.3717710209549474,3,10,16,0
001,91,60.721848195,False,3,Eb:min,3,0,False,True,True,,,,34.898815,0.02758738769303304,2,11,16,0
001,92,61.388513195,True,11,B:maj,0,1,False,True,False,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,34.94442,0.25606746933722924,1,12,16,0
001,93,62.055178195,True,6,F#:maj7/5,1,0,True,True,True,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,35.001495,0.05295280246667233,0,13,16,0
001,94,62.721843195,True,1,C#:maj,2,0,True,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,18.107458,0.5223094247674169,1,14,16,0
001,95,63.388508195,False,1,C#:maj,3,0,True,True,True,,,,26.634611,0.015303354574325634,2,15,16,0
001,96,64.055173195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,27.792896,0.5536773915667523,3,0,16,0
001,97,64.721838195,False,6,F#:maj,1,0,False,True,True,,,,24.798164,0.24747491078990091,4,1,16,0
001,98,65.388503195,False,6,F#:maj,2,1,False,True,True,,,,32.578556,0.053226493763183225,5,2,16,0
001,99,66.05516819500001,False,6,F#:maj,3,2,False,True,True,,,,37.647186,0.03254482247440971,6,3,16,0
001,100,66.721833195,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,39.05397,0.152808554711097,7,4,16,0
001,101,67.388498195,False,11,B:maj,1,0,False,True,True,,,,24.551765,0.040036585770456656,8,5,16,0
001,102,68.055163195,True,1,C#:maj,2,1,True,True,False,-0.859099210384681,-0.926312290335174,-0.06721307995049308,22.360264,0.40037912181646507,7,6,16,0
001,103,68.721828195,False,1,C#:maj,3,0,False,False,False,,,,0.0,0.0,6,7,16,0
001,104,69.388493195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,17.022562,0.0,5,8,16,0
001,105,70.055158195,False,10,Bb:min,1,0,False,True,True,,,,30.855711,0.10780917180750904,4,9,16,0
001,106,70.721823195,True,3,Eb:maj,2,1,True,True,True,-3.2070787636797577,-3.2545428075443636,-0.0474640438646059,25.146927,0.386388451880482,3,10,16,0
001,107,71.388488195,False,3,Eb:maj,3,0,False,False,True,,,,0.3776819,0.3989126872989146,2,11,16,0
001,108,72.055153195,True,11,B:maj,0,1,True,True,True,-2.0074680420547466,-2.05572501506252,-0.04825697300777332,24.033775,0.44159226881763647,1,12,16,0
001,109,72.721818195,False,11,B:maj,1,0,False,True,True,,,,45.376316,0.19602698944535046,0,13,16,0
001,110,73.388483195,True,1,C#:maj,2,1,True,True,False,-0.859099210384681,-0.926312290335174,-0.06721307995049308,36.328022,0.1873030914357522,1,14,16,0
001,111,74.055148195,False,1,C#:maj,3,0,True,True,True,,,,28.515469,0.37011199663380934,2,15,16,0
001,112,74.721813195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,28.456251,0.523298408378353,3,0,16,0
001,113,75.388478195,False,6,F#:maj,1,0,False,True,True,,,,21.762802,0.07983609812953041,4,1,16,0
001,114,76.055143195,False,6,F#:maj,2,1,False,True,True,,,,20.821331,0.08735276484438292,5,2,16,0
001,115,76.721808195,False,6,F#:maj,3,2,False,True,True,,,,19.798656,0.15499646121834576,6,3,16,0
001,116,77.388473195,True,11,B:maj,0,3,True,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,17.799423,0.5624458342544547,7,4,16,0
001,117,78.055138195,False,11,B:maj,1,0,False,True,True,,,,24.041977,0.0647570535965366,8,5,16,0
001,118,78.721803195,True,1,C#:maj,2,1,True,True,True,-0.859099210384681,-0.926312290335174,-0.06721307995049308,16.311546,0.8000931023495228,9,6,16,0
001,119,79.388468195,False,1,C#:maj,3,0,False,True,True,,,,26.31398,0.1849772882056988,10,7,16,0
001,120,80.055133195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,17.955074,0.5340593856380466,11,8,16,0
001,121,80.721798195,False,10,Bb:min,1,0,False,True,True,,,,31.701,0.21353665614023676,12,9,16,0
001,122,81.388463195,True,3,Eb:min,2,1,True,True,False,-0.9208571923129222,-1.0375579076754873,-0.1167007153625651,18.86837,0.5443535094186855,13,10,16,0
001,123,82.055128195,False,3,Eb:min,3,0,True,True,True,,,,17.251335,0.2544135666044498,12,11,16,0
001,124,82.721793195,True,11,B:maj,0,1,True,True,True,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,29.014471,0.1290026809203385,11,12,16,0
001,125,83.388458195,False,11,B:maj,1,0,False,True,True,,,,19.903917,0.16758779447045702,10,13,16,0
001,126,84.05512319500001,True,1,C#:maj,2,1,True,True,True,-0.859099210384681,-0.926312290335174,-0.06721307995049308,12.481434,0.8353348672461857,9,14,16,0
001,127,84.721788195,False,1,C#:maj,3,0,False,True,True,,,,24.70059,0.2703770637577726,8,15,16,0
001,128,85.388453195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,20.726017,0.19807020113700569,7,0,16,0
001,129,86.055118195,False,6,F#:maj,1,0,False,True,True,,,,31.700117,0.03990367971809228,6,1,16,0
001,130,86.721783195,False,6,F#:maj,2,1,False,True,True,,,,26.0933,0.04675174599031273,5,2,16,0
001,131,87.388448195,False,6,F#:maj,3,2,False,True,True,,,,45.959457,0.0396418089998084,4,3,16,0
001,132,88.055113195,True,11,B:maj,0,3,True,True,False,-1.750466057370887,-1.7436990662663379,0.006766991104549147,33.59741,0.23729600262992012,3,4,16,0
001,133,88.721778195,False,11,B:maj,1,0,True,True,True,,,,25.91663,0.10091242303827352,2,5,16,0
001,134,89.38844319500001,True,1,C#:maj,2,1,True,True,True,-0.859099210384681,-0.926312290335174,-0.06721307995049308,11.102085,0.8601041764734217,1,6,16,0
001,135,90.055108195,False,1,C#:maj,3,0,False,True,True,,,,27.552597,0.09473671443388587,0,7,16,0
001,136,90.721773195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,13.772315,0.3249911716770377,1,8,16,0
001,137,91.388438195,False,10,Bb:min,1,0,False,True,True,,,,28.090883,0.03792238263419434,2,9,16,0
001,138,92.055103195,True,3,Eb:min,2,1,True,True,False,-0.9208571923129222,-1.0375579076754873,-0.1167007153625651,19.267347,0.6454686886773073,3,10,16,0
001,139,92.721768195,False,3,Eb:min,3,0,True,True,True,,,,28.733734,0.10379361885989069,4,11,16,0
001,140,93.388433195,True,11,B:maj,0,1,True,True,True,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,24.765179,0.2737819038184528,5,12,16,0
001,141,94.055098195,False,11,B:maj,1,0,True,True,True,,,,34.145348,0.20199663269405788,6,13,16,0
001,142,94.72176319500001,True,1,C#:maj,2,1,True,True,False,-0.859099210384681,-0.926312290335174,-0.06721307995049308,14.85711,0.5302689379157495,7,14,16,0
001,143,95.388428195,False,1,C#:maj,3,0,True,True,True,,,,29.485786,0.048879357854329286,8,15,16,0
001,144,96.055093195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,17.420656,0.5629139252431591,8,0,16,0
001,145,96.721758195,False,6,F#:maj,1,0,False,True,True,,,,25.133781,0.0726824678320177,7,1,16,0
001,146,97.388423195,False,6,F#:maj,2,1,False,True,True,,,,23.144114,0.011370960761897253,6,2,16,0
001,147,98.055088195,False,6,F#:maj,3,2,False,True,True,,,,34.074135,0.015707600509130115,5,3,16,0
001,148,98.721753195,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,40.304688,0.18962014377559866,4,4,16,0
001,149,99.388418195,True,6,F#:maj7/5,1,0,True,True,False,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,39.035088,0.03481230093944676,3,5,16,0
001,150,100.05508319500001,True,1,C#:maj,2,0,False,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,27.155624,0.40065538385045185,2,6,16,0
001,151,100.721748195,False,1,C#:maj,3,0,True,True,True,,,,36.518867,0.16509471194977787,1,7,16,0
001,152,101.388413195,True,10,Bb:min,0,1,True,True,False,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,26.593811,0.18067021369550107,0,8,16,0
001,153,102.05507819500001,True,10,Bb:sus4,1,0,True,True,True,-4.373375879174803,-4.408031706438308,-0.03465582726350469,34.957222,0.16349699987846367,1,9,16,0
001,154,102.721743195,True,3,Eb:min,2,0,True,True,True,-1.4378280112350734,-1.5297497518304009,-0.09192174059532743,27.579407,0.6800159576514702,2,10,16,0
001,155,103.388408195,False,3,Eb:min,3,0,True,True,False,,,,32.723495,0.140596031489862,3,11,16,0
001,156,104.055073195,True,11,B:maj,0,1,True,True,False,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,34.21219,0.29718782635524266,4,12,16,0
001,157,104.721738195,True,6,F#:maj7/5,1,0,True,True,True,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,30.068884,0.1461051855379557,5,13,16,0
001,158,105.38840319500001,True,1,C#:maj,2,0,True,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,19.22197,0.5304777176875685,6,14,16,0
001,159,106.055068195,False,1,C#:maj,3,0,True,True,True,,,,26.063374,0.07153811956344525,7,15,16,0
001,160,106.721733195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,29.628628,0.4653281885137137,8,0,16,0
001,161,107.38839819500001,False,6,F#:maj,1,0,False,True,True,,,,31.782574,0.02782955111886465,9,1,16,0
001,162,108.055063195,False,6,F#:maj,2,1,False,True,True,,,,43.255253,0.00314087325026835,10,2,16,0
001,163,108.721728195,False,6,F#:maj,3,2,False,True,True,,,,41.667564,0.039497311706420124,11,3,16,0
001,164,109.388393195,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,56.14081,0.2242971632759505,10,4,16,0
001,165,110.055058195,True,6,F#:maj7/5,1,0,True,True,False,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,38.63647,0.062218598407436376,9,5,16,0
001,166,110.72172319500001,True,1,C#:maj,2,0,False,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,27.972609,0.48891851487547955,8,6,16,0
001,167,111.388388195,False,1,C#:maj,3,0,True,True,True,,,,26.595829,0.1965082321551329,7,7,16,0
001,168,112.055053195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,19.701078,0.18641222181934936,6,8,16,0
001,169,112.72171819500001,True,10,Bb:sus4,1,0,False,True,True,-4.373375879174803,-4.408031706438308,-0.03465582726350469,36.142754,0.19707562936522993,5,9,16,0
001,170,113.388383195,True,3,Eb:min,2,0,True,True,True,-1.4378280112350734,-1.5297497518304009,-0.09192174059532743,30.920895,0.694577195723524,4,10,16,0
001,171,114.055048195,False,3,Eb:min,3,0,True,True,False,,,,37.507645,0.12237190769856876,3,11,16,0
001,172,114.721713195,True,11,B:maj,0,1,True,True,False,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,39.647007,0.2981280370656403,2,12,16,0
001,173,115.388378195,True,6,F#:maj7/5,1,0,True,True,False,-1.8917359212556921,-1.6817276070709353,0.21000831418475685,33.589073,0.12006291635435162,1,13,16,0
001,174,116.05504319500001,True,1,C#:maj,2,0,False,True,False,-1.6680665256038203,-1.6175641059374994,0.05050241966632085,25.111315,0.49877131513088235,0,14,16,0
001,175,116.721708195,False,1,C#:maj,3,0,True,True,True,,,,28.288723,0.11399380755157251,1,15,16,0
001,176,117.388373195,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,27.018211,0.7027891656677797,2,0,16,0
001,177,118.05503819500001,False,6,F#:maj,1,0,False,True,True,,,,20.518894,0.2373633259019724,3,1,16,0
001,178,118.721703195,False,6,F#:maj,2,1,False,True,True,,,,37.625175,0.041783995627488024,4,2,16,0
001,179,119.388368195,False,6,F#:maj,3,2,False,True,True,,,,26.230993,0.008353120031865946,5,3,16,0
001,180,120.05503319500001,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,55.7626,0.18155003528905256,6,4,16,0
001,181,120.721698195,False,11,B:maj,1,0,False,True,True,,,,31.556616,0.06629578006951131,7,5,16,0
001,182,121.38836319500001,True,1,C#:maj,2,1,True,True,True,-0.859099210384681,-0.926312290335174,-0.06721307995049308,30.992346,0.5182784848427164,7,6,16,0
001,183,122.055028195,False,1,C#:maj,3,0,False,True,True,,,,19.376911,0.06781596537152323,6,7,16,0
001,184,122.721693195,True,10,Bb:min,0,1,True,True,True,-2.4377109584517256,-2.5736485737941237,-0.13593761534239812,14.10311,0.3236864835591027,5,8,16,0
001,185,123.38835819500001,False,10,Bb:min,1,0,False,True,True,,,,26.507795,0.08210895735333656,4,9,16,0
001,186,124.055023195,True,3,Eb:min,2,1,True,True,True,-0.9208571923129222,-1.0375579076754873,-0.1167007153625651,24.887209,0.48414599934450764,3,10,16,0
001,187,124.721688195,False,3,Eb:min,3,0,False,True,True,,,,28.373457,0.024518962112242026,2,11,16,0
001,188,125.38835319500001,True,11,B:maj,0,1,False,True,False,-1.4380810796914412,-1.4157461743009645,0.022334905390476667,43.629875,0.10760957176676544,1,12,16,0
001,189,126.055018195,False,11,B:maj,1,0,True,True,True,,,,26.292145,0.20598917492253987,0,13,16,0
001,190,126.72168319500001,True,1,C#:maj,2,1,True,True,True,-0.859099210384681,-0.926312290335174,-0.06721307995049308,26.948265,0.288828303993252,1,14,16,0
001,191,127.388348195,False,1,C#:maj,3,0,False,True,True,,,,20.060219,0.2267447816790561,2,15,16,0
001,192,128.05501319500002,True,6,F#:maj,0,1,True,True,True,-0.9661406636092794,-0.8176497684451669,0.1484908951641125,31.805157,0.26200827467398424,3,0,16,0
001,193,128.721678195,False,6,F#:maj,1,0,False,True,True,,,,24.62318,0.10093295807424663,4,1,16,0
001,194,129.388343195,False,6,F#:maj,2,1,False,True,True,,,,35.630775,0.00808071077103445,5,2,16,0
001,195,130.055008195,False,6,F#:maj,3,2,False,True,True,,,,24.31588,0.03895934979541271,6,3,16,0
001,196,130.721673195,True,11,B:maj,0,3,False,True,True,-1.750466057370887,-1.7436990662663379,0.006766991104549147,37.641396,0.1559529056429818,7,4,16,0
001,197,131.38833819500002,False,11,B:maj,1,0,False,True,True,,,,21.998924,0.2463106522988836,8,5,16,0
001,198,132.055003195,True,1,C#:maj,2,1,False,True,False,-0.859099210384681,-0.926312290335174,-0.06721307995049308,40.752518,0.047590340026057554,8,6,16,0
